,Glacier ID,Political Unit,Continent,Basin Code,Location Code,Glacier Code,Glacier Name,Latitude,Longitude,Primary Class,Glacier Source,Glacier Form,Glacier Activity,Minimum Elevation,Minimum Elevation Exposed,Mean Elevation,Maximum Elevation,Snow Line Elevation,Snow Line Accuracy,Glacier Area,Area Accuracy,Area Exposed,Mean Width,Mean Length,Maximum Length,Maximum Length Exposed,Mean Depth,Depth Accuracy,Accumulation Orientation,Ablation Orientation,Topographic Map Year,Topographic Map Scale,Photograph Year
74902,FR4N01166F18,FRANCE,EUROPE,N011,66,F18,ENTRE PIERROUX D,44.88399999999999,6.189,6.0,1.0,4.0,2.0,2090.0,2090.0,2570.0,3200.0,2530.0,4.0,0.57,2.0,0.57,0.6,1.5,1.7,1.7,17.0,3.0,N,NE,1967.0,25000.0,1967.0
74903,FR4N01166F19,FRANCE,EUROPE,N011,66,F19,AIGUILLE ROUSSE,44.87,6.185,6.0,1.0,8.0,2.0,2600.0,2600.0,2900.0,3140.0,2750.0,4.0,0.1,2.0,0.1,0.1,0.2,0.4,0.4,5.0,4.0,NE,E,1967.0,25000.0,1967.0
74906,FR4N01166F22,FRANCE,EUROPE,N011,66,F22,COL DU CANARD,44.903,6.16,7.0,1.0,8.0,2.0,2630.0,2630.0,2830.0,3090.0,2950.0,3.0,0.04,1.0,0.04,0.1,0.1,0.2,0.2,5.0,2.0,E,E,1967.0,25000.0,1967.0
74909,FR4N01166G01,FRANCE,EUROPE,N011,66,G01,W TETE CABORNE,44.906000000000006,6.183,7.0,1.0,8.0,2.0,2610.0,2610.0,2700.0,2820.0,2660.0,3.0,0.03,2.0,0.03,0.1,0.1,0.2,0.2,5.0,2.0,N,N,1967.0,25000.0,1967.0
74912,FR4N01166G04,FRANCE,EUROPE,N011,66,G04,MARIANDE,44.901,6.17,6.0,1.0,4.0,2.0,2450.0,2450.0,2700.0,3150.0,2670.0,2.0,0.89,1.0,0.89,1.3,0.6,0.8,0.8,20.0,3.0,N,N,1967.0,25000.0,1967.0
74913,FR4N01166G05,FRANCE,EUROPE,N011,66,G05,MARIANDE (CENTRE,44.901,6.155,6.0,1.0,4.0,2.0,2660.0,2660.0,2790.0,2930.0,2740.0,3.0,0.08,2.0,0.08,0.2,0.5,0.5,0.5,5.0,5.0,NE,NE,1967.0,25000.0,1967.0
74915,FR4N01166G07,FRANCE,EUROPE,N011,66,G07,CIME DU MONTAGNO,44.905,6.142,7.0,1.0,8.0,2.0,2920.0,2920.0,3000.0,3130.0,3020.0,2.0,0.04,2.0,0.04,0.1,0.1,0.2,0.2,5.0,2.0,SE,SE,1967.0,25000.0,1967.0
74916,FR4N01166G08,FRANCE,EUROPE,N011,66,G08,TETE DES LICHES,44.908,6.151,6.0,1.0,5.0,2.0,2710.0,2710.0,2870.0,3120.0,2800.0,3.0,0.15,2.0,0.15,0.3,0.4,0.6,0.6,5.0,5.0,NE,E,1967.0,25000.0,1967.0
74917,FR4N01166G09,FRANCE,EUROPE,N011,66,G09,LAC DE SALUDE,44.918,6.152,6.0,1.0,8.0,2.0,2580.0,2580.0,2900.0,3030.0,2870.0,3.0,0.16,2.0,0.16,0.3,0.2,0.4,0.4,5.0,5.0,E,E,1967.0,25000.0,1967.0
74918,FR4N01166G10,FRANCE,EUROPE,N011,66,G10,TORRENT DE LA RA,44.923,6.159,7.0,1.0,5.0,2.0,2680.0,2680.0,2730.0,2800.0,2740.0,2.0,0.02,3.0,0.02,0.1,0.2,0.3,0.3,5.0,3.0,NE,NE,1967.0,25000.0,1967.0
74919,FR4N01166G11,FRANCE,EUROPE,N011,66,G11,PIERROUX EST,44.926,6.1579999999999995,6.0,1.0,5.0,2.0,2480.0,2480.0,2750.0,2950.0,2780.0,2.0,0.06,2.0,0.06,0.1,0.2,0.4,0.4,5.0,4.0,NE,NE,1967.0,25000.0,1967.0
74920,FR4N01166G12,FRANCE,EUROPE,N011,66,G12,PAROI DU PIERROU,44.926,6.156000000000001,6.0,1.0,8.0,3.0,2520.0,2520.0,2820.0,2970.0,2800.0,2.0,0.04,2.0,0.04,0.1,0.2,0.3,0.3,5.0,4.0,NE,NE,1967.0,25000.0,1967.0
74921,FR4N01166G13,FRANCE,EUROPE,N011,66,G13,PIERROUX (CENTRE,44.926,6.154,6.0,1.0,5.0,2.0,2500.0,2500.0,2820.0,3070.0,2810.0,2.0,0.21,1.0,0.21,0.3,0.9,1.0,1.0,5.0,5.0,NE,NE,1967.0,25000.0,1967.0
74922,FR4N01166G14,FRANCE,EUROPE,N011,66,G14,PIERROUX OUEST,44.926,6.15,6.0,1.0,5.0,2.0,2650.0,2650.0,2920.0,3250.0,2820.0,3.0,0.12,2.0,0.12,0.2,0.7,1.0,1.0,5.0,4.0,NE,NE,1967.0,25000.0,1967.0
74923,FR4N01166H01,FRANCE,EUROPE,N011,66,H01,W LAURANOURE,44.922,6.142,7.0,2.0,5.0,3.0,2660.0,2660.0,2770.0,2860.0,2860.0,3.0,0.02,2.0,0.01,0.1,0.1,0.1,0.1,5.0,2.0,W,W,1967.0,25000.0,1967.0
74924,FR4N01166H02,FRANCE,EUROPE,N011,66,H02,CRETE DU MONTAGN,44.919,6.142,7.0,1.0,8.0,3.0,2760.0,2760.0,2900.0,3100.0,2950.0,2.0,0.04,1.0,0.04,0.4,0.1,0.2,0.2,5.0,3.0,W,W,1967.0,25000.0,1967.0
74925,FR4N01166H03,FRANCE,EUROPE,N011,66,H03,TETE DE SALUDE,44.909,6.142,6.0,1.0,5.0,2.0,2750.0,2750.0,2980.0,3150.0,2990.0,2.0,0.07,2.0,0.07,0.2,0.6,0.6,0.6,5.0,5.0,NW,W,1967.0,25000.0,1967.0
74927,FR4N01166H05,FRANCE,EUROPE,N011,66,H05,MONTAGNON (DU),44.907,6.135,6.0,1.0,4.0,2.0,2420.0,2420.0,2820.0,3060.0,2720.0,2.0,0.86,2.0,0.86,1.5,0.9,1.2,1.2,19.0,4.0,N,N,1967.0,25000.0,1967.0
74928,FR4N01166H06,FRANCE,EUROPE,N011,66,H06,VALLON-LANCHATRA,44.909,6.117000000000001,6.0,1.0,4.0,2.0,2320.0,2320.0,2800.0,2950.0,2630.0,2.0,0.45,2.0,0.45,0.6,1.0,1.1,1.1,5.0,5.0,NE,NE,1967.0,25000.0,1967.0
74930,FR4N01166H08,FRANCE,EUROPE,N011,66,H08,MONTAGNE (DE LA),44.92100000000001,6.109,6.0,1.0,4.0,2.0,2650.0,2650.0,3030.0,3240.0,2860.0,3.0,0.33,1.0,0.33,0.9,1.0,1.2,1.2,5.0,5.0,E,E,1967.0,25000.0,1967.0
74931,FR4N01166H09,FRANCE,EUROPE,N011,66,H09,MONTAGNE (DE LA),44.925,6.109,6.0,1.0,5.0,2.0,2860.0,2860.0,3040.0,3230.0,3020.0,2.0,0.15,2.0,0.15,0.3,0.7,0.7,0.7,5.0,5.0,E,E,1967.0,25000.0,1967.0
74932,FR4N01166H10,FRANCE,EUROPE,N011,66,H10,MONTAGNE (DE LA),44.934,6.109,6.0,1.0,4.0,2.0,2860.0,2860.0,2990.0,3240.0,2940.0,2.0,0.13,2.0,0.13,0.6,0.4,0.6,0.6,5.0,5.0,E,E,1967.0,25000.0,1967.0
74933,FR4N01166I01,FRANCE,EUROPE,N011,66,I01,MUZELLE (DE LA),44.938,6.107,6.0,1.0,5.0,2.0,2510.0,2510.0,2950.0,3340.0,2760.0,2.0,0.6,1.0,0.6,0.3,1.4,1.5,1.5,17.0,5.0,N,N,1967.0,25000.0,1967.0
74934,FR4N01166I02,FRANCE,EUROPE,N011,66,I02,MUZELLE INF W,44.938,6.107,6.0,2.0,5.0,3.0,2540.0,2540.0,2750.0,3030.0,2720.0,2.0,0.12,2.0,0.12,0.3,0.4,0.5,0.5,5.0,5.0,NW,NW,1967.0,25000.0,1967.0
74935,FR4N01166I03,FRANCE,EUROPE,N011,66,I03,COL DE LA MUZELL,44.933,6.0920000000000005,6.0,1.0,5.0,2.0,2550.0,2550.0,2700.0,2870.0,2800.0,2.0,0.09,2.0,0.09,0.2,0.5,0.9,0.9,5.0,3.0,NW,N,1967.0,25000.0,1967.0
74936,FR4N01166I04,FRANCE,EUROPE,N011,66,I04,E CLAPIER REYRON,44.93600000000001,6.084,7.0,1.0,5.0,2.0,2600.0,2600.0,2660.0,2740.0,2680.0,2.0,0.03,1.0,0.03,0.1,0.2,0.2,0.2,5.0,2.0,E,E,1967.0,25000.0,1967.0
74937,FR4N01166I05,FRANCE,EUROPE,N011,66,I05,CLAPIER DU PEYRO,44.938,6.075,6.0,1.0,5.0,2.0,2580.0,2580.0,2750.0,2900.0,2750.0,2.0,0.12,2.0,0.12,0.3,0.4,0.6,0.6,5.0,5.0,NE,NE,1967.0,25000.0,1967.0
74938,FR4N01166I06,FRANCE,EUROPE,N011,66,I06,EMBERNARD (DE L',44.943000000000005,6.075,7.0,1.0,5.0,2.0,2570.0,2580.0,2760.0,2950.0,2800.0,2.0,0.08,2.0,0.08,0.2,0.4,0.5,0.5,5.0,3.0,N,N,1967.0,25000.0,1967.0
74940,FR4N01166J02,FRANCE,EUROPE,N011,66,J02,PISSES (DES),44.938,6.069,6.0,1.0,4.0,2.0,2480.0,2480.0,2640.0,2800.0,2650.0,2.0,0.12,1.0,0.12,0.3,0.3,0.5,0.5,5.0,5.0,NW,NW,1967.0,25000.0,1967.0
74941,FR4N01166J03,FRANCE,EUROPE,N011,66,J03,W DES PISSES,44.938,6.068,6.0,1.0,5.0,2.0,2430.0,2430.0,2510.0,2720.0,2570.0,2.0,0.04,2.0,0.04,0.2,0.3,0.4,0.4,5.0,5.0,N,N,1967.0,25000.0,1967.0
74942,FR4N01166K01,FRANCE,EUROPE,N011,66,K01,VILLARD NOTRE DA,44.983999999999995,6.035,6.0,1.0,5.0,2.0,2510.0,2510.0,2740.0,2930.0,2750.0,2.0,0.18,1.0,0.18,0.4,0.5,0.6,0.6,5.0,5.0,NE,N,1967.0,25000.0,1967.0
74943,FR4N01166K02,FRANCE,EUROPE,N011,66,K02,W VILLARD N-DAME,44.983999999999995,6.025,6.0,1.0,5.0,2.0,2380.0,2380.0,2620.0,2760.0,2700.0,2.0,0.08,2.0,0.07,0.1,0.4,0.5,0.5,5.0,4.0,N,N,1967.0,25000.0,1967.0
75016,FR4N01236A01,FRANCE,EUROPE,N012,36,A01,MER DE GLACE,45.95,6.933,5.0,1.0,1.0,4.0,1470.0,2551.0,2560.0,4248.0,2920.0,3.0,33.09,2.0,23.7,1.5,11.3,12.3,4.5,160.0,2.0,N,N,1980.0,25000.0,1967.0
75022,FR4N01236A07,FRANCE,EUROPE,N012,36,A07,TALEFRE,45.917,6.983,6.0,1.0,4.0,3.0,2320.0,2650.0,3030.0,3733.0,2720.0,3.0,8.75,1.0,5.29,2.9,3.5,4.0,1.5,50.0,3.0,SW,SW,1980.0,25000.0,1967.0
75056,FR4N01239D01,FRANCE,EUROPE,N012,39,D01,TRE-LA-TETE,45.77,6.773,5.0,1.0,2.0,3.0,2100.0,2750.0,2900.0,3673.0,2670.0,3.0,8.16,3.0,5.5,1.0,7.2,7.2,4.0,49.0,3.0,SW,W,1980.0,25000.0,1967.0
85611,IT4L00110103,ITALY,EUROPE,L001,10,103,FONTANA BIANCA,46.483999999999995,10.773,6.0,1.0,4.0,0.0,2850.0,2850.0,3158.0,3410.0,3050.0,2.0,0.75,2.0,0.75,0.8,1.1,1.2,1.2,18.0,3.0,E,E,1969.0,25000.0,1980.0
85676,IT4L00112112,ITALY,EUROPE,L001,12,112,MONACHE ORIENT.,46.49100000000001,10.755999999999998,6.0,1.0,2.0,0.0,2780.0,2780.0,3110.0,3250.0,2940.0,3.0,0.61,3.0,0.61,0.4,0.9,0.9,0.9,17.0,3.0,N,N,1969.0,25000.0,1980.0
85728,IT4L00112417,ITALY,EUROPE,L001,12,417,SOLDA,46.488,10.583,5.0,1.0,1.0,4.0,2410.0,2525.0,2908.0,3905.0,2775.0,3.0,6.48,3.0,5.66,0.7,3.2,4.2,3.4,44.0,3.0,NE,NE,1969.0,25000.0,1980.0
85740,IT4L00112429,ITALY,EUROPE,L001,12,429,MADACCIO,46.515,10.482000000000001,5.0,1.0,1.0,4.0,2270.0,2275.0,3122.0,3440.0,2950.0,3.0,4.34,2.0,4.29,0.8,2.7,3.5,3.4,37.0,3.0,N,N,1969.0,25000.0,1982.0
85903,IT4L00123223,ITALY,EUROPE,L001,23,223,LANA,47.068000000000005,12.215,5.0,0.0,1.0,4.0,2245.0,2320.0,2720.0,3480.0,2710.0,3.0,1.69,2.0,1.6,0.5,1.8,2.9,2.7,25.0,3.0,NW,NW,1959.0,25000.0,1982.0
85939,IT4L00123311,ITALY,EUROPE,L001,23,311,GIGANTE OR.E CEN,46.913000000000004,12.122,6.0,1.0,1.0,2.0,2570.0,2580.0,2816.0,3265.0,2816.0,3.0,1.97,2.0,1.95,0.6,1.9,2.5,2.4,26.0,3.0,NW,N,1959.0,25000.0,1980.0
86540,IT4L01502002,ITALY,EUROPE,L015,2,2,LYS,45.888999999999996,7.82,5.0,0.0,1.0,4.0,2350.0,2450.0,3732.0,4530.0,3225.0,3.0,11.83,1.0,11.28,0.7,5.1,5.6,5.1,56.0,4.0,S,SW,1975.0,10000.0,1975.0
86556,IT4L01504004,ITALY,EUROPE,L015,4,4,VERRA GRANDE,45.92100000000001,7.754,5.0,1.0,1.0,4.0,2540.0,2540.0,3665.0,4220.0,3210.0,3.0,7.28,1.0,7.06,0.5,4.8,5.1,4.8,47.0,4.0,S,S,1975.0,10000.0,1975.0
86557,IT4L01504005,ITALY,EUROPE,L015,4,5,VERRA-CASTORE,45.909,7.772,5.0,1.0,2.0,4.0,2795.0,2910.0,3415.0,4175.0,3090.0,4.0,2.41,1.0,2.32,0.5,2.9,3.1,2.8,29.0,3.0,SW,SW,1975.0,10000.0,1975.0
86603,IT4L01506018,ITALY,EUROPE,L015,6,18,CERVINO,45.982,7.6579999999999995,6.0,2.0,2.0,0.0,2780.0,3030.0,3038.0,3360.0,3020.0,2.0,0.75,2.0,0.44,0.2,1.0,1.7,0.9,10.0,3.0,S,SW,1975.0,10000.0,1975.0
86655,IT4L01512012,ITALY,EUROPE,L015,12,12,AROLLA,45.542,7.407,6.0,0.0,0.0,0.0,2840.0,2840.0,2997.0,3185.0,2975.0,3.0,0.42,2.0,0.42,0.3,0.6,1.0,1.0,5.0,3.0,NW,N,1975.0,10000.0,1975.0
86657,IT4L01512013,ITALY,EUROPE,L015,12,13,SENGIE N,45.537,7.404,6.0,0.0,2.0,4.0,2725.0,2725.0,2976.0,3310.0,2905.0,3.0,1.08,2.0,1.08,1.5,0.9,1.2,1.2,21.0,3.0,NW,NW,1975.0,10000.0,1975.0
86660,IT4L01512014,ITALY,EUROPE,L015,12,14,VALEILLE,45.523,7.39,6.0,0.0,0.0,3.0,2686.0,2700.0,2932.0,3480.0,2960.0,3.0,1.6,1.0,1.52,0.6,1.2,2.2,2.0,20.0,3.0,N,N,1975.0,10000.0,1975.0
86668,IT4L01512018,ITALY,EUROPE,L015,12,18,PENE BLANCHE,45.538999999999994,7.352,6.0,0.0,0.0,3.0,2855.0,2920.0,3263.0,3535.0,3180.0,3.0,0.62,2.0,0.6,0.3,1.0,1.2,1.2,5.0,3.0,NW,NW,1975.0,10000.0,1975.0
86669,IT4L01512019,ITALY,EUROPE,L015,12,19,COUPE DI MONEY,45.54,7.34,6.0,1.0,2.0,4.0,2670.0,2670.0,3240.0,3620.0,3130.0,3.0,1.9,1.0,1.89,0.5,2.1,2.3,2.3,26.0,3.0,NW,NW,1975.0,10000.0,1975.0
86672,IT4L01512020,ITALY,EUROPE,L015,12,20,MONEY,45.523999999999994,7.343,6.0,0.0,2.0,4.0,2455.0,2465.0,3132.0,3645.0,3050.0,2.0,1.72,1.0,1.7,0.6,2.4,2.8,2.7,24.0,3.0,NW,NW,1975.0,10000.0,1975.0
86674,IT4L01512021,ITALY,EUROPE,L015,12,21,GRAND CROUX,45.521,7.31,5.0,2.0,2.0,4.0,2430.0,2560.0,2880.0,3600.0,2730.0,5.0,1.64,1.0,1.5,0.4,1.5,1.8,1.6,13.0,4.0,N,N,1975.0,10000.0,1975.0
86676,IT4L01512022,ITALY,EUROPE,L015,12,22,TRIBOLAZIONE,45.523,7.2860000000000005,5.0,1.0,2.0,4.0,2310.0,2580.0,3407.0,4060.0,3220.0,2.0,5.98,1.0,5.94,1.2,2.8,3.5,3.5,36.0,4.0,NE,NE,1975.0,10000.0,1975.0
86680,IT4L01512025,ITALY,EUROPE,L015,12,25,HERBETET,45.555,7.275,6.0,2.0,4.0,0.0,3075.0,3090.0,3200.0,3430.0,3170.0,4.0,0.14,2.0,0.13,0.3,0.6,0.6,0.6,5.0,3.0,NE,NE,1975.0,10000.0,1975.0
86696,IT4L01512033,ITALY,EUROPE,L015,12,33,GRIVOLA,45.603,7.2589999999999995,6.0,0.0,4.0,4.0,2795.0,2795.0,3250.0,3850.0,3130.0,4.0,0.62,1.0,0.62,0.2,1.4,1.4,1.4,17.0,3.0,N,N,1975.0,10000.0,1975.0
86706,IT4L01513006,ITALY,EUROPE,L015,13,6,MONTANDEYNE,45.545,7.256,6.0,0.0,2.0,3.0,3075.0,3075.0,3283.0,3850.0,3195.0,3.0,1.29,1.0,1.28,1.7,0.8,1.3,1.3,22.0,3.0,W,W,1975.0,10000.0,1975.0
86709,IT4L01513007,ITALY,EUROPE,L015,13,7,LAVACCIU,45.522,7.254,5.0,1.0,2.0,4.0,2750.0,2750.0,3340.0,4050.0,3115.0,3.0,2.23,1.0,2.16,0.6,2.8,3.2,3.2,28.0,3.0,NW,NW,1975.0,10000.0,1975.0
86712,IT4L01513009,ITALY,EUROPE,L015,13,9,MONCORVE,45.512,7.255,6.0,0.0,2.0,0.0,2874.0,2874.0,3158.0,3642.0,3140.0,3.0,2.23,1.0,2.19,0.9,1.4,1.5,1.5,21.0,3.0,NW,NW,1975.0,10000.0,1975.0
86715,IT4L01513010,ITALY,EUROPE,L015,13,10,MONCIAIR,45.489,7.235,6.0,0.0,4.0,3.0,2825.0,2825.0,3047.0,3430.0,2980.0,3.0,0.75,1.0,0.73,0.4,0.8,1.1,1.1,18.0,3.0,NW,NW,1975.0,10000.0,1975.0
86739,IT4L01514008,ITALY,EUROPE,L015,14,8,LAVASSEY-FOND E,45.473,7.102,6.0,1.0,2.0,3.0,2698.0,2698.0,2982.0,3349.0,2895.0,3.0,2.34,2.0,2.34,0.6,1.4,1.9,1.9,27.0,3.0,N,N,1975.0,10000.0,1975.0
86745,IT4L01514011,ITALY,EUROPE,L015,14,11,SOCHES-TSANTEL.,45.493,7.0729999999999995,5.0,1.0,2.0,3.0,2710.0,2710.0,3047.0,3440.0,2970.0,2.0,3.32,2.0,3.3,0.9,3.0,3.4,3.4,33.0,3.0,NE,NE,1975.0,10000.0,1975.0
86784,IT4L01515011,ITALY,EUROPE,L015,15,11,INVERGNAN,45.556999999999995,7.071000000000001,6.0,1.0,2.0,4.0,2630.0,2720.0,3088.0,3570.0,2960.0,3.0,1.12,1.0,1.07,0.3,1.4,1.7,1.4,21.0,3.0,NW,NW,1975.0,10000.0,1975.0
86785,IT4L01515012,ITALY,EUROPE,L015,15,12,GIASSON,45.555,7.057,6.0,1.0,2.0,0.0,2770.0,2770.0,3020.0,3320.0,2910.0,4.0,1.07,2.0,1.07,1.0,0.8,1.1,1.1,19.0,4.0,NW,NW,1975.0,10000.0,1975.0
86793,IT4L01515016,ITALY,EUROPE,L015,15,16,BASSAC,45.521,7.042999999999999,6.0,1.0,0.0,0.0,2810.0,2920.0,3070.0,3415.0,3105.0,3.0,0.75,2.0,0.7,0.9,0.9,1.0,1.0,15.0,3.0,NW,NW,1975.0,10000.0,1975.0
86799,IT4L01515021,ITALY,EUROPE,L015,15,21,GLIARETTA-VAUDET,45.505,7.02,5.0,0.0,3.0,3.0,2565.0,2565.0,2982.0,3680.0,2865.0,3.0,4.41,1.0,4.22,0.5,3.0,3.2,3.1,36.0,3.0,N,N,1975.0,10000.0,1975.0
86828,IT4L01515039,ITALY,EUROPE,L015,15,39,CHATEAU BLANC,45.655,7.026,6.0,1.0,2.0,4.0,2670.0,2670.0,3045.0,3410.0,2970.0,2.0,2.2,2.0,1.16,0.5,1.3,1.8,1.8,25.0,3.0,NE,NE,1975.0,10000.0,1975.0
86854,IT4L01516020,ITALY,EUROPE,L015,16,20,FREDUAZ W,45.658,6.919,6.0,1.0,4.0,3.0,2590.0,2590.0,2804.0,2910.0,2770.0,3.0,0.17,1.0,0.17,0.3,0.8,0.8,0.8,5.0,3.0,NE,N,1975.0,10000.0,1975.0
86855,IT4L01516021,ITALY,EUROPE,L015,16,21,VALAISAN,45.659,6.906000000000001,6.0,0.0,0.0,0.0,2560.0,2570.0,2690.0,2870.0,2580.0,3.0,0.28,2.0,0.28,1.0,0.3,0.6,0.6,5.0,3.0,N,N,1975.0,10000.0,1975.0
86866,IT4L01516029,ITALY,EUROPE,L015,16,29,FORNET,45.743,6.856,6.0,0.0,4.0,0.0,2835.0,2835.0,2912.0,3000.0,2900.0,1.0,0.09,1.0,0.09,0.4,0.4,0.4,0.4,5.0,3.0,N,N,1975.0,10000.0,1975.0
86878,IT4L01517004,ITALY,EUROPE,L015,17,4,LEX BLANCHE,45.777,6.821000000000001,5.0,1.0,1.0,4.0,2065.0,2065.0,3120.0,3910.0,2820.0,2.0,4.09,1.0,4.03,0.6,3.4,3.6,3.6,36.0,3.0,SE,SE,1975.0,10000.0,1975.0
86882,IT4L01517006,ITALY,EUROPE,L015,17,6,MIAGE,45.802,6.84,5.0,0.0,1.0,0.0,1720.0,2380.0,3035.0,4810.0,2870.0,2.0,13.02,1.0,9.51,0.6,8.4,10.4,4.0,40.0,3.0,S,SE,1975.0,10000.0,1977.0
86890,IT4L01517011,ITALY,EUROPE,L015,17,11,BRENVA,45.821999999999996,6.903,5.0,0.0,2.0,4.0,1415.0,2050.0,3100.0,4810.0,2795.0,2.0,8.06,1.0,7.03,0.5,5.7,7.6,4.2,46.0,3.0,SE,SE,1975.0,10000.0,1975.0
86901,IT4L01517017,ITALY,EUROPE,L015,17,17,ROCHEFORT,45.843,6.954,6.0,0.0,2.0,0.0,2530.0,2530.0,2890.0,3800.0,2770.0,1.0,1.08,1.0,1.08,0.6,1.2,1.2,1.2,19.0,3.0,S,S,1975.0,10000.0,1977.0
86903,IT4L01517018,ITALY,EUROPE,L015,17,18,PLANPINCIEUX,45.854,6.971,6.0,0.0,2.0,0.0,2345.0,2345.0,3042.0,3660.0,2865.0,1.0,1.33,1.0,1.33,0.5,2.1,2.5,2.5,22.0,3.0,S,SE,1975.0,10000.0,1977.0
86905,IT4L01517019,ITALY,EUROPE,L015,17,19,GRANDES JORASSES,45.853,6.985,6.0,0.0,2.0,3.0,2499.0,2499.0,3115.0,4200.0,2860.0,1.0,0.9,1.0,0.89,0.5,1.8,2.3,2.3,19.0,3.0,S,S,1975.0,10000.0,1977.0
86911,IT4L01517022,ITALY,EUROPE,L015,17,22,FREBOUZIE,45.869,7.007999999999999,6.0,0.0,2.0,4.0,2350.0,2350.0,2985.0,3750.0,2780.0,2.0,2.57,1.0,2.57,0.8,1.7,2.2,2.2,29.0,3.0,SE,SE,1975.0,10000.0,1975.0
86919,IT4L01517027,ITALY,EUROPE,L015,17,27,TRIOLET,45.891000000000005,7.023,5.0,1.0,2.0,4.0,2350.0,2350.0,2925.0,3600.0,2845.0,1.0,4.61,1.0,4.35,0.4,2.4,2.5,2.5,37.0,3.0,SE,SE,1975.0,10000.0,1975.0
86920,IT4L01517028,ITALY,EUROPE,L015,17,28,PRE DE BAR,45.903,7.058,5.0,1.0,2.0,4.0,2075.0,2075.0,3095.0,3750.0,3035.0,2.0,3.53,1.0,3.49,0.5,3.8,3.9,3.9,34.0,3.0,SE,SE,1975.0,10000.0,1975.0
86923,IT4L01517029,ITALY,EUROPE,L015,17,29,PETIT GRAPILLON,45.907,7.056,6.0,1.0,4.0,0.0,3010.0,3010.0,3120.0,3320.0,3050.0,3.0,0.38,2.0,0.38,0.8,0.5,0.5,0.5,5.0,3.0,SW,SW,1975.0,10000.0,1975.0
86941,IT4L01521009,ITALY,EUROPE,L015,21,9,BY,45.91,7.291,6.0,1.0,2.0,0.0,2930.0,3060.0,3255.0,3510.0,3160.0,2.0,0.56,1.0,0.56,0.7,1.0,1.1,1.1,16.0,3.0,S,S,1975.0,10000.0,1975.0
86979,IT4L01522022,ITALY,EUROPE,L015,22,22,MONT BRAOULE,45.942,7.523,6.0,1.0,4.0,3.0,2819.0,2819.0,3125.0,3580.0,3010.0,2.0,1.73,1.0,1.7,0.4,2.2,2.4,2.4,24.0,3.0,S,SE,1975.0,10000.0,1975.0
86983,IT4L01522025,ITALY,EUROPE,L015,22,25,TSA DE TSAN HAUT,45.975,7.556,5.0,1.0,2.0,4.0,2551.0,2660.0,3285.0,3810.0,3135.0,3.0,3.95,1.0,3.76,0.4,3.0,3.7,3.3,35.0,3.0,SW,S,1975.0,10000.0,1975.0
86986,IT4L01522027,ITALY,EUROPE,L015,22,27,GR.MURAILLES,45.955,7.575,5.0,0.0,2.0,4.0,2322.0,2360.0,3308.0,4000.0,3050.0,2.0,7.57,1.0,7.3,1.0,2.6,4.2,4.0,47.0,3.0,W,W,1975.0,10000.0,1975.0
100421,PE1P005CCJE2,PERU,SOUTH AMERICA,P005,CC,JE2,SAFUNA,-8.855,-77.60600000000001,5.0,1.0,2.0,2.0,4360.0,4425.0,5025.0,6050.0,4800.0,2.0,4.69,3.0,4.5,1.5,3.1,3.6,3.1,130.0,2.0,NW,NW,1972.0,25000.0,1970.0
105970,PK5Y654E0016,PAKISTAN,ASIA,Y654,E0,16,SHAXINITULU,36.242,76.042,5.0,1.0,2.0,0.0,4530.0,4530.0,5420.0,6554.0,5500.0,3.0,31.5,1.0,31.5,2.0,15.6,16.5,16.5,138.0,4.0,NW,NW,1972.0,100000.0,1968.0
105991,PK5Y654E0037,PAKISTAN,ASIA,Y654,E0,37,BULAERDU,36.05,75.817,5.0,1.0,1.0,0.0,3920.0,3920.0,4840.0,6102.0,5120.0,3.0,133.53,1.0,133.53,4.2,31.5,35.5,35.5,220.0,4.0,NE,NW,1972.0,100000.0,1968.0
106054,PK5Y654F0004,PAKISTAN,ASIA,Y654,F0,4,AKEJILEGA,36.583,75.767,5.0,1.0,2.0,0.0,4860.0,4860.0,5320.0,5940.0,5380.0,3.0,10.02,1.0,10.02,1.7,6.0,6.5,6.5,95.0,3.0,E,E,1972.0,100000.0,1968.0
